buyer_name_clean,ocid,level1,sic_code,sic_string,start_date,end_date,co2_pm
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-74495,Central Government,32500,Manufacture of medical and dental instruments and supplies,2018-12-21,2023-12-20,4.221584626389041
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-102105,,81300,Landscape service activities,2018-12-21,2049-12-21,0.6044120374459065
DEPT OF AVIATION,ocds-0c46vo-0517-89344,,70229,Management consultancy activities other than financial management,2018-12-26,2023-12-25,3.5000038356164387
DEPT OF AVIATION,ocds-0c46vo-0517-89681,,43290,Other construction installation,2018-12-29,2023-12-28,25.68851148509589
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-96814,,43110,Demolition,2018-12-31,2022-12-31,0.2862625770020534
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-83104,Central Government,71122,Engineering related scientific and technical consulting activities,2019-01-01,2022-12-31,0.10312511301369864
DEPT OF AVIATION,ocds-0c46vo-0517-100126,,43290,Other construction installation,2019-01-01,2025-12-31,103.36116480146714
DEPT OF AVIATION,ocds-0c46vo-0517-84871,,62020,Information technology consultancy activities,2019-01-01,2023-12-31,3.0424520591903836
DEPT OF AVIATION,ocds-0c46vo-0517-88295,,43290,Other construction installation,2019-01-01,2023-12-31,4.833838630684931
DEPT OF AVIATION,ocds-0c46vo-0517-100129,,27510,Manufacture of electric domestic appliances,2019-01-01,2025-12-31,161.94779110653167
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-92591,,86900,Other human health activities,2019-01-08,2024-01-08,0.4497540525739321
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-93729,,43110,Demolition,2019-01-09,2024-01-09,0.4082566453777656
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-88889,,24200,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",2019-01-14,2024-01-13,14.389955769797261
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-81492,,71122,Engineering related scientific and technical consulting activities,2019-01-16,2025-01-15,0.7496585120949338
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-86341,,25730,Manufacture of tools,2019-01-16,2024-01-15,212.0717124071014
DEPT OF AVIATION,ocds-0c46vo-0517-91425,,30990,Manufacture of other transport equipment n.e.c.,2019-01-16,2024-01-15,94.31281168972603
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-114377,,43290,Other construction installation,2019-01-22,2024-01-22,11.660290251916757
DEPT OF AVIATION,ocds-0c46vo-0517-89748,,62020,Information technology consultancy activities,2019-02-01,2024-01-31,1.5166683287671234
DEPT OF AVIATION,ocds-0c46vo-0517-91956,,52241,Cargo handling for water transport activities,2019-02-01,2024-01-31,0.4468754897260274
DEPT OF AVIATION,ocds-0c46vo-0517-91955,,52103,Operation of warehousing and storage facilities for land transport activities,2019-02-01,2024-01-31,1.1687512808219178
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-130192,,43290,Other construction installation,2019-02-07,2030-05-07,7.406062819576333
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-138366,,71122,Engineering related scientific and technical consulting activities,2019-02-14,2049-02-15,0.08326498768135779
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-98041,,71122,Engineering related scientific and technical consulting activities,2019-02-15,2059-12-31,0.19409568823598364
DEPARTMENT OF POLICE,ocds-0c46vo-0517-93257,,71122,Engineering related scientific and technical consulting activities,2019-02-19,2024-02-18,0.3125003424657534
DEPT OF AVIATION,ocds-0c46vo-0517-94994,,81300,Landscape service activities,2019-03-01,2024-02-29,19.307819593650656
DEPT OF AVIATION,ocds-0c46vo-0517-82557,,43290,Other construction installation,2019-03-01,2024-02-29,37.52781129791895
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-91166,,29202,Manufacture of trailers and semi,2019-03-05,2024-03-04,4.380765850487185
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-95359,,19209,Other treatment of petroleum products (excluding petrochemicals manufacture),2019-03-18,2024-03-17,43.00650780643577
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-147191,,43290,Other construction installation,2019-03-19,2024-12-31,10.791166035950804
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-100836,,30990,Manufacture of other transport equipment n.e.c.,2019-03-19,2025-12-31,10.61333017345704
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-60743,,29202,Manufacture of trailers and semi,2019-03-21,2024-03-20,0.7995627601314348
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-126997,,43290,Other construction installation,2019-03-26,2025-12-31,12.304490291262137
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-102109,,43290,Other construction installation,2019-03-30,2054-03-30,0.54723412077597
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-95506,,20130,Manufacture of other inorganic basic chemicals,2019-04-01,2024-03-31,390.81662043300986
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-102113,,68320,Management of real estate on a fee or contract basis,2019-04-23,2061-04-23,0.5313653347239424
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-102639,,43210,Electrical installation,2019-04-24,2054-04-24,1.0111934840425532
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-102550,,43290,Other construction installation,2019-04-30,2024-12-31,2.0551824324324324
DEPT OF AVIATION,ocds-0c46vo-0517-98483,,96010,Washing and (dry,2019-05-01,2022-04-30,0.08333342465753424
DEPARTMENT OF FINANCE,ocds-0c46vo-0517-159642,,70229,Management consultancy activities other than financial management,2019-05-01,2022-12-31,0.045398059701492535
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-92960,,11070,Manufacture of soft drinks; production of mineral waters and other bottled waters,2019-05-01,2022-04-30,0.011548623767123288
DEPT OF AVIATION,ocds-0c46vo-0517-95809,,23190,"Manufacture and processing of other glass, including technical glassware",2019-05-01,2024-04-30,149.15574809070503
DEPT OF AVIATION,ocds-0c46vo-0517-103876,,46190,Agents involved in the sale of a variety of goods,2019-05-01,2030-12-31,0.3478365887611449
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-165089,,43290,Other construction installation,2019-05-03,2022-05-03,1.9991043045437955
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-161956,,43110,Demolition,2019-05-05,2023-12-31,3.3081067019400354
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-99121,,26511,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",2019-05-08,2024-05-07,0.6982565243163911
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-129611,,43290,Other construction installation,2019-05-15,2022-12-31,0.8028540723981901
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-165403,,43290,Other construction installation,2019-05-15,2023-12-31,5.3962211709047905
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-130848,,43110,Demolition,2019-05-15,2024-05-15,0.14722215550082102
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-98425,,43290,Other construction installation,2019-05-15,2024-05-14,2.3906926527929904
CHICAGO PUBLIC LIBRARY,ocds-0c46vo-0517-101219,,31090,Manufacture of other furniture,2019-05-16,2024-05-15,5.649252380257392
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-104989,,35110,Production of electricity,2019-05-17,2069-05-17,135.20383869024806
DEPT OF AVIATION,ocds-0c46vo-0517-100106,,32500,Manufacture of medical and dental instruments and supplies,2019-05-20,2024-05-19,0.5154601629385268
DEPT OF AVIATION,ocds-0c46vo-0517-96319,,71122,Engineering related scientific and technical consulting activities,2019-05-23,2024-05-22,121.85198256648466
DEPT OF AVIATION,ocds-0c46vo-0517-98447,,71122,Engineering related scientific and technical consulting activities,2019-05-23,2024-05-22,38.1635106665356
DEPT OF AVIATION,ocds-0c46vo-0517-98065,,71122,Engineering related scientific and technical consulting activities,2019-05-23,2024-05-22,81.02344343400985
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-129631,,43290,Other construction installation,2019-05-24,2024-05-24,0.05366624655172414
DEPT OF AVIATION,ocds-0c46vo-0517-101451,,71111,Architectural activities,2019-05-30,2024-05-29,26.65209200438116
DEPT OF AVIATION,ocds-0c46vo-0517-102390,,43290,Other construction installation,2019-06-10,2024-06-09,45.136260627174146
DEPT OF AVIATION,ocds-0c46vo-0517-102520,,42220,Construction of utility projects for electricity and telecommunications,2019-06-10,2024-06-09,289.8415005476451
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-100414,,81300,Landscape service activities,2019-06-12,2024-06-11,0.8973193020920044
OFFICE OF EMERGENCY COMMUNICATION,ocds-0c46vo-0517-97670,,26309,"Manufacture of communication equipment other than telegraph, and telephone apparatus and equipment",2019-06-13,2024-06-12,0.9698896171084337
DEPT OF AVIATION,ocds-0c46vo-0517-102619,,27900,Manufacture of other electrical equipment,2019-06-17,2024-06-16,0.19390396386637457
DEPT OF AVIATION,ocds-0c46vo-0517-102618,,27900,Manufacture of other electrical equipment,2019-06-17,2024-06-16,3.1963006071177436
DEPT OF AVIATION,ocds-0c46vo-0517-102621,,27900,Manufacture of other electrical equipment,2019-06-17,2024-06-16,9.23884275070646
DEPT OF AVIATION,ocds-0c46vo-0517-102620,,27900,Manufacture of other electrical equipment,2019-06-17,2024-06-16,15.47665023869236
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-87822,,71121,Engineering design activities for industrial process and production,2019-06-25,2025-06-24,0.9162341216934003
DEPT OF AVIATION,ocds-0c46vo-0517-98464,,27900,Manufacture of other electrical equipment,2019-07-01,2024-06-30,4.866088985487404
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-79644,Central Government,78200,Temporary employment agency activities,2019-07-02,2022-07-01,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-85048,,70229,Management consultancy activities other than financial management,2019-07-05,2022-07-04,0.15833350684931505
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-103750,,42220,Construction of utility projects for electricity and telecommunications,2019-07-08,2022-07-07,351.0855791953424
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-103736,,42220,Construction of utility projects for electricity and telecommunications,2019-07-08,2022-07-07,238.99427718902737
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-103652,,42220,Construction of utility projects for electricity and telecommunications,2019-07-08,2022-07-07,352.71648376041094
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-103655,,42220,Construction of utility projects for electricity and telecommunications,2019-07-08,2022-07-07,104.15428080821917
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-103740,,24100,Manufacture of basic iron and steel and of ferro,2019-07-08,2022-07-07,303.7201872047871
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-103651,,42220,Construction of utility projects for electricity and telecommunications,2019-07-08,2022-07-07,96.91154717654108
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-103739,,42220,Construction of utility projects for electricity and telecommunications,2019-07-08,2022-07-07,242.8072535898493
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-176896,,84110,General public administration activities,2019-07-10,2024-10-20,0.6228406687402799
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-102547,,25290,"Manufacture of other tanks, reservoirs and containers of metal",2019-07-12,2024-07-11,7.779605732595838
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-100770,Central Government,38120,Collection of hazardous waste,2019-07-26,2022-07-25,1.3833348493150683
DEPARTMENT OF FINANCE,ocds-0c46vo-0517-108929,,65120,Non,2019-08-01,2022-07-31,0
DEPT OF AVIATION,ocds-0c46vo-0517-103256,,30300,Manufacture of air and spacecraft and related machinery,2019-08-01,2024-07-31,6.797782641292442
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-98336,,43110,Demolition,2019-08-01,2024-07-31,8.799438038608981
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-68348,,43110,Demolition,2019-08-01,2024-07-31,12.493168127053668
DEPT OF AVIATION,ocds-0c46vo-0517-102725,,33120,Repair of machinery,2019-08-01,2024-07-31,15.568819544359254
OFFICE OF EMERGENCY COMMUNICATION,ocds-0c46vo-0517-102767,,26301,Manufacture of telegraph and telephone apparatus and equipment,2019-08-01,2024-07-31,2.4229012395686746
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-103814,,29100,Manufacture of motor vehicles,2019-08-05,2024-08-04,18.15650313957503
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-108283,,25730,Manufacture of tools,2019-08-15,2024-08-14,32.523814393866374
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-106311,,29202,Manufacture of trailers and semi,2019-08-15,2022-08-14,5.316894715616438
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-155421,,71122,Engineering related scientific and technical consulting activities,2019-08-19,2042-12-31,1.8531557117750441
DEPT OF AVIATION,ocds-0c46vo-0517-108299,,27900,Manufacture of other electrical equipment,2019-08-22,2024-08-21,1.5286640520262869
DEPT OF AVIATION,ocds-0c46vo-0517-110181,,30300,Manufacture of air and spacecraft and related machinery,2019-09-01,2025-12-31,0.09139475093673151
DEPT OF AVIATION,ocds-0c46vo-0517-102379,,71122,Engineering related scientific and technical consulting activities,2019-09-01,2024-08-31,0.03163270169769989
DEPT OF AVIATION,ocds-0c46vo-0517-106283,,1610,Support activities for crop production,2019-09-01,2022-08-31,3.418653746465753
DEPT OF AVIATION,ocds-0c46vo-0517-106076,,28990,Manufacture of other special,2019-09-01,2024-08-31,1.914841671291128
DEPT OF AVIATION,ocds-0c46vo-0517-110178,,30300,Manufacture of air and spacecraft and related machinery,2019-09-01,2025-12-31,0.09139475093673151
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-131854,Central Government,71122,Engineering related scientific and technical consulting activities,2019-09-01,2022-09-29,0.7332944090364768
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-105444,Central Government,88100,Social work activities without accommodation for the elderly and disabled,2019-09-01,2023-12-31,1.9611273072060682
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-101191,,29100,Manufacture of motor vehicles,2019-09-04,2024-09-03,182.47841892428661
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-153546,,71122,Engineering related scientific and technical consulting activities,2019-09-13,2024-12-31,0.08641107954545454
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-166215,,43110,Demolition,2019-09-13,2033-09-13,0.32831479077043413
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-107645,,28140,Manufacture of taps and valves,2019-09-15,2024-09-14,3.919076857853231
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-107710,,20412,Manufacture of cleaning and polishing preparations,2019-09-26,2024-09-25,0.2908245463036692
DEPARTMENT OF REVENUE,ocds-0c46vo-0517-157471,,39000,Remediation activities and other waste management services,2019-10-01,2024-09-30,1.4936669501465059
DEPT OF AVIATION,ocds-0c46vo-0517-106285,,8120,Operation of gravel and sand pits; mining of clays and kaolin,2019-10-01,2024-09-30,21.419953192771086
DEPT OF AVIATION,ocds-0c46vo-0517-106286,,8120,Operation of gravel and sand pits; mining of clays and kaolin,2019-10-01,2024-09-30,14.141600017524643
DEPT OF AVIATION,ocds-0c46vo-0517-114356,,51102,Non,2019-10-01,2025-12-31,258.09910203330355
DEPARTMENT OF FINANCE,ocds-0c46vo-0517-99327,,39000,Remediation activities and other waste management services,2019-10-01,2024-09-30,1.8348299589266155
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-109748,,23610,Manufacture of concrete products for construction purposes,2019-10-10,2024-10-09,33.933408570767625
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-107513,,24200,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",2019-10-10,2024-10-09,2136.478152066246
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-107711,,20412,Manufacture of cleaning and polishing preparations,2019-10-11,2024-10-10,0.7205149873044906
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-111214,,23610,Manufacture of concrete products for construction purposes,2019-10-15,2024-10-14,43.35837905109751
DEPT OF BUSINESS & INFORMATION SERVICES,ocds-0c46vo-0517-93627,,62020,Information technology consultancy activities,2019-10-23,2024-10-22,22.945559250391018
DEPARTMENT OF POLICE,ocds-0c46vo-0517-111215,,25730,Manufacture of tools,2019-10-25,2024-10-24,8.93175568087623
DEPT OF AVIATION,ocds-0c46vo-0517-112501,,42220,Construction of utility projects for electricity and telecommunications,2019-10-30,2024-11-29,32.31006586732633
DEPT OF AVIATION,ocds-0c46vo-0517-112474,,42220,Construction of utility projects for electricity and telecommunications,2019-10-30,2024-11-29,55.94253140868336
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-103097,,30200,Manufacture of railway locomotives and rolling stock,2019-11-01,2022-10-31,0.40555599999999997
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-179963,,63110,"Data processing, hosting and related activities",2019-11-01,2022-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-113989,,49320,Taxi operation,2019-12-01,2022-11-30,19.278021126575343
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-113814,,43290,Other construction installation,2019-12-01,2022-11-30,10.758386817777806
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-114027,,72190,Other research and experimental development on natural sciences and engineering,2019-12-01,2022-11-30,0.2295002515068493
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-113841,,72190,Other research and experimental development on natural sciences and engineering,2019-12-01,2022-11-30,0.9594510570076163
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-114041,,86900,Other human health activities,2019-12-01,2022-11-30,0.8250009041095889
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-113987,,26400,Manufacture of consumer electronics,2019-12-01,2022-11-30,1.0245011227397258
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-114001,,69201,Accounting and auditing activities,2019-12-01,2022-11-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-113828,,71122,Engineering related scientific and technical consulting activities,2019-12-01,2022-11-30,2.4369526734079177
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-113980,,71122,Engineering related scientific and technical consulting activities,2019-12-01,2022-11-30,0.3415003742465753
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-113791,,69201,Accounting and auditing activities,2019-12-01,2022-11-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-123436,,70229,Management consultancy activities other than financial management,2019-12-01,2022-11-30,1.487501630136986
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-113810,,71122,Engineering related scientific and technical consulting activities,2019-12-01,2022-11-30,6.914963969701068
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-114026,,71122,Engineering related scientific and technical consulting activities,2019-12-01,2022-11-30,0.2025002219178082
